Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RPAP3	928.0047721042326	-0.27370555152398995	0.11020432643547048	-2.483618932004967	0.013005489741299184	0.9360106904403308
ACSM3	139.96565865953932	0.10291759082157086	0.28417268435778475	0.36216567068773403	0.7172282315175325	0.9999706469618949
CIAPIN1	1895.7737097590368	-0.154921458915981	0.1297434844721817	-1.194059644275992	0.23245463774675873	0.9999706469618949
SPPL2B	720.899824205997	0.0012398672437215767	0.18722591273731307	0.006622305778053116	0.9947162030828981	0.9999706469618949
FAM214B	1145.3201205324087	-0.04784016978421302	0.1906788211882367	-0.2508939875235833	0.8018960730337066	0.9999706469618949
COPZ2	48.65628949416471	0.12166049291522563	0.5040912635396836	0.24134616430551994	0.8092868341797983	0.9999706469618949
PRKAR2B	132.25247409314784	0.31365925777444953	0.2473232504369302	1.2682158156191452	0.2047208905714656	0.9999706469618949
MSL3	1554.018740211439	-0.025308977166105213	0.1425552180322321	-0.17753806220115204	0.8590857707531405	0.9999706469618949
CREBBP	4078.1258193824274	-0.049361694984845515	0.1829489733738061	-0.269811270730601	0.7873054515085093	0.9999706469618949
TSPOAP1	134.54686181339133	-0.3396196840539661	0.23197417085712282	-1.464040943865014	0.14318276156756557	0.9999706469618949
MPO	19.95727074609034	-0.5415840668465537	0.49479066604062644	-1.0945721170942322	0.27370413669178567	0.9999706469618949
PON1	67.1251591326247	-0.33687869651481706	0.3047236631518334	-1.1055219441457091	0.268933491176346	0.9999706469618949
GCFC2	768.277965069533	-0.10113676091009552	0.18804871255749941	-0.537822139458525	0.5906998457970339	0.9999706469618949
WDR54	1727.394007528315	-0.1701990527843667	0.15628022444792702	-1.0890632732683172	0.27612598429106666	0.9999706469618949
CROT	341.4528729689242	-0.44342679033938737	0.3796474390042264	-1.1679962638558743	0.24280827193802035	0.9999706469618949
ABCB4	110.95958866689728	0.08244272266781724	0.2746982264358738	0.30012105916185394	0.7640848163205463	0.9999706469618949
KMT2E	22481.098214791204	0.13536898638866887	0.29021021801879066	0.4664514823523683	0.6408923682965803	0.9999706469618949
RHBDD2	4414.781346939064	0.1872899779040342	0.13366082469963417	1.401233146098842	0.1611443654535308	0.9999706469618949
SOX8	18.06570898865781	0.3308124247809913	0.7680021075595265	0.4307441627109736	0.66665440364304	0.9999706469618949
IBTK	5047.080279771586	0.11249171038372584	0.2385246496872279	0.471614613127967	0.6372018942563565	0.9999706469618949
ZNF195	921.7248453750032	-0.12928186385571003	0.2244466980025747	-0.5760025208935219	0.5646134776699332	0.9999706469618949
MYCBP2	4353.618526663265	0.2383893083358907	0.20040729526124232	1.189524104025937	0.23423349164138116	0.9999706469618949
FBXL3	1856.0816345326111	-0.04093822013122872	0.15541133936456392	-0.263418488629043	0.7922280418091923	0.9999706469618949
ITGAL	369.13770447117366	0.008842407341857761	0.17866308360989455	0.049492078403644314	0.9605271499833199	0.9999706469618949
PDK2	450.3737246537218	-0.2529759369296002	0.2971259667954574	-0.8514097224755511	0.39454179281114593	0.9999706469618949
ITGA3	3884.621998116145	-0.056762159467463484	0.2515850304462455	-0.22561819106161599	0.8214983912088887	0.9999706469618949
ZFX	3030.4734390860967	0.01077200397489299	0.22623955653305336	0.04761326507161541	0.9620244600222603	0.9999706469618949
LAMP2	6953.860097341305	-0.049746951029166236	0.19845290355502623	-0.2506738381651977	0.80206628909481	0.9999706469618949
ITGA2B	47.618438729359525	-0.255103844916999	0.3550533530417584	-0.7184943973391961	0.4724525011949253	0.9999706469618949
ASB4	40.25040026348184	0.7295477299954419	0.45980208921102483	1.5866559702833758	0.11259058352349936	0.9999706469618949
GDE1	2063.3255186580545	-0.04251817576300564	0.265255851487467	-0.1602911887695513	0.8726516994765845	0.9999706469618949
CRLF1	38.424467064576724	0.5398549315466815	0.49413090538877824	1.092534236695695	0.2745983505237858	0.9999706469618949
OSBPL7	184.91324728246622	-0.4541965604522211	0.36094848528605233	-1.2583417827401866	0.208268176469927	0.9999706469618949
TMEM98	1923.3014721624963	-0.3719863811134705	0.32016440448690997	-1.1618605188469016	0.24529212655756655	0.9999706469618949
YBX2	137.00488412732622	-0.004777004138733829	0.16296588650828603	-0.029312908615944853	0.9766150317401835	0.9999706469618949
MAP3K14	1018.2857011327633	0.06054338977498524	0.1504227528172863	0.40248824490351776	0.6873247378047243	0.9999706469618949
ABCC8	35.094415965953296	1.0680142508173778	0.39343113176592587	2.7146155059554338	0.006635275707004639	0.696651907857393
CACNG3	11.98698951907532	0.32384248646388825	0.488464056847963	0.6629811997910952	0.5073425948468716	0.9999706469618949
TMEM132A	685.4694244199175	0.19645458302950636	0.6502814748873914	0.3021069961489003	0.7625704993305185	0.9999706469618949
AP2B1	4654.0900104024095	-0.03380247851685701	0.14066134968830585	-0.24031106335720911	0.8100891189582778	0.9999706469618949
TAC1	6.644845054231434	0.7528811253978434	0.9609411537043716	0.7834830702125004	0.4333434915685571	0.9999706469618949
ZNF263	1321.811674733102	0.49515672062427163	0.2550833911947474	1.9411562560191797	0.052239327212657755	0.9999706469618949
CX3CL1	4408.576398981189	0.8968008665329713	1.2142567074318458	0.7385595327941042	0.46017450466245136	0.9999706469618949
SPATA20	1017.6810487411433	-0.25905732027620576	0.2821019417338248	-0.9183110143943546	0.3584560625025385	0.9999706469618949
CACNA1G	155.73226527261053	0.04008993958823724	0.540916039376866	0.07411490262781033	0.9409189572922293	0.9999706469618949
TNFRSF12A	10371.445727298542	-0.04845338020838537	0.4447436209128438	-0.1089467682727725	0.9132447116700239	0.9999706469618949
MAP3K9	799.5656407832101	0.15167847683955923	0.2326467182017619	0.6519691230203244	0.5144210914690586	0.9999706469618949
RALA	9451.714189588247	0.13627504406181004	0.1913662245081454	0.7121164897936814	0.4763926439445029	0.9999706469618949
BAIAP2L1	1265.4287718824612	0.260174163726594	0.32971251231845145	0.7890939955451429	0.4300570711049718	0.9999706469618949
KDM7A	5109.315874065657	0.40150979244895907	0.27421471243200046	1.464216813488901	0.1431347176803914	0.9999706469618949
ETV1	1710.1033170466155	-0.5334033900483969	0.3909184760058858	-1.3644875409786612	0.17241417279024876	0.9999706469618949
AGK	827.9961065142085	0.09810294377124192	0.13165469375754874	0.7451534082932532	0.45617898525617545	0.9999706469618949
ALDH3B1	633.4750008304354	-0.14779813292425273	0.3820057041564893	-0.38690032980163813	0.6988299969882512	0.9999706469618949
TTC22	230.03322718109638	0.28794275497176497	0.4134738518087669	0.6963989469035142	0.48617902237216387	0.9999706469618949
PHTF2	1676.6753095922418	-0.002254434113984498	0.15812719735930292	-0.01425709271797111	0.9886248712000448	0.9999706469618949
CCL26	141.30677112934103	-0.3373719056721044	0.4345832567785326	-0.7763113290948346	0.43756518546852124	0.9999706469618949
FARP2	1615.9791337915472	0.2603873418154003	0.2677501873269345	0.9725010630803262	0.33080133626972563	0.9999706469618949
USH1C	14.210226785984654	0.06542630327752431	1.0070885934949239	0.06496578722083807	0.9482012405289746	0.9999706469618949
GGCT	392.83558685614116	-0.16253150245423773	0.25748372205365033	-0.6312302042160631	0.5278900155214321	0.9999706469618949
DBF4	534.3758662009344	-0.01961430056938767	0.1992947323202643	-0.09841855999418851	0.921599937481708	0.9999706469618949
TBXA2R	240.3688301514951	-0.6890332743007413	0.3724897078956637	-1.849804866269602	0.06434167924362891	0.9999706469618949
IFRD1	9484.65528534347	0.16102731853367414	0.40912881628740005	0.3935858637260044	0.6938868196628882	0.9999706469618949
LGALS14	4.5394555513380395	5.565517134062287	1.4744454948668317	3.774650981293107	0.00016023184046972424	0.07391024363524605
COX10	1129.0892691822826	-0.14925060827675665	0.14267648359680327	-1.0460771425971749	0.2955254174248788	0.9999706469618949
GTF2IRD1	1538.469774566455	0.345393148320992	0.2059152605567697	1.677355759777547	0.09347293493196238	0.9999706469618949
PAF1	2001.2356924980286	0.020084736242332778	0.255437191298937	0.07862886426286962	0.9373278282471901	0.9999706469618949
VPS41	2798.136665731367	-0.07613989286023795	0.2197456743018171	-0.3464909746330708	0.7289737658447399	0.9999706469618949
ARHGAP44	2194.4711097343675	0.07706840992095622	0.27960634115371946	0.2756318386877579	0.7828308528536317	0.9999706469618949
ELAC2	1888.0335779286183	-0.2256393714913497	0.21281214369650955	-1.0602748864422558	0.2890195609111275	0.9999706469618949
SCIN	741.3406385808972	0.3265939389824971	0.3585936559539336	0.9107632931031348	0.36242010706481037	0.9999706469618949
ARSD	433.58292118112206	-0.07645139196653007	0.27620459299007855	-0.2767926164402207	0.7819393509845483	0.9999706469618949
PNPLA4	324.59357895386404	-0.6126576202794345	0.39241274973526535	-1.5612581922803315	0.11846284367997441	0.9999706469618949
MYH13	10.929176436746573	0.7844385848233839	0.4911598472705902	1.597114644412739	0.11024015439901433	0.9999706469618949
ADIPOR2	4277.876838536831	0.010402951822032921	0.16120639334233067	0.06453188118874219	0.9485467224892734	0.9999706469618949
UPP2	279.5692792259782	-0.3191093829337417	0.25641906514041446	-1.2444838403844822	0.21332154313558294	0.9999706469618949
PRSS21	49.150452499656375	0.03020644795360189	0.9450172011732021	0.03196391337226641	0.97450082914013	0.9999706469618949
MARK4	616.89566329583	0.2467914821304035	0.12869340525125916	1.9176699975307308	0.055152868324502786	0.9999706469618949
PROM1	250.05373759044642	-0.09868844911435694	0.5324333797702809	-0.18535361016797294	0.8529516916035563	0.9999706469618949
CCDC124	4720.401287474228	-0.06160610895595806	0.1466249121855324	-0.4201612675341591	0.6743676476656268	0.9999706469618949
CEACAM21	219.65915538764338	-0.10529970470554502	0.19193454694445583	-0.5486229883149584	0.5832642064119545	0.9999706469618949
PAFAH1B1	8275.37741362317	0.030953197717600436	0.20563190857447264	0.1505272111326549	0.8803486839355583	0.9999706469618949
NOS2	1274.0363109921666	1.1775510778041418	0.7332500993918967	1.6059337445446178	0.1082884682615849	0.9999706469618949
DNAH9	553.3831941429182	-0.09332465950485992	0.568222496237199	-0.1642396422578497	0.8695424947995583	0.9999706469618949
KIAA0100	318.78629561534234	0.15295156371846272	0.18590036170666988	0.8227609796682553	0.410643930367508	0.9999706469618949
GAS7	1712.3080096042663	-0.08178065139270176	0.3333361410624768	-0.24533988763424758	0.8061932694232924	0.9999706469618949
MATK	129.66011858184297	0.07882237610214989	0.23415301169725436	0.3366276416041252	0.7363976161607535	0.9999706469618949
CD79B	104.96644761198543	-0.641305193267931	0.3997916314365152	-1.604098592468329	0.10869232210967247	0.9999706469618949
SCN4A	21.629429647570554	-0.4107191651556423	0.49313736297387895	-0.832869695126706	0.40491822265701144	0.9999706469618949
ST7L	1196.3932333156267	-0.1184061147752871	0.12867761783563675	-0.920176459332114	0.3574805539014319	0.9999706469618949
TKTL1	22.06451342496944	0.30313102542549514	0.5413833449197414	0.5599193774061031	0.5755344309316544	0.9999706469618949
PAX6	51.63415790583285	-0.1554118447955771	0.2396384105163143	-0.6485264380644723	0.5166445168066773	0.9999706469618949
RPUSD1	400.500515990033	-0.17393123670907695	0.2783318947302211	-0.6249058767686807	0.532032835055875	0.9999706469618949
RHBDF1	640.7256057506506	0.08844567657491405	0.44358136132726117	0.19938997506629105	0.8419577017841007	0.9999706469618949
LUC7L	3107.313075618396	-0.040184712502464935	0.2762321107404685	-0.14547444319469482	0.8843362924608925	0.9999706469618949
CACNA2D2	142.58064570858176	-0.053078565588326604	0.29419099250764036	-0.18042213031708684	0.8568211819192653	0.9999706469618949
BAIAP3	114.19759352992757	-0.6534121705356334	0.38727105030707426	-1.687221830853432	0.09156070515948381	0.9999706469618949
TSR3	87.05566253574669	-0.10457681107149734	0.3516159499017	-0.29741771128623007	0.7661476234844595	0.9999706469618949
PIGQ	1042.250533103055	-0.021401146100776668	0.2278949951878674	-0.09390792493329847	0.9251822984743059	0.9999706469618949
CRAMP1	32.98452623255362	-0.06434746141819656	0.40040045214221587	-0.16070776412445548	0.8723235740384138	0.9999706469618949
TEAD3	831.8170899293588	0.030417346619209713	0.3434349567978463	0.08856799815259941	0.9294252418794016	0.9999706469618949
DNAJC11	898.50557696336	-0.18224565837299012	0.18502899072680556	-0.9849573175377418	0.3246450370310183	0.9999706469618949
FMO3	252.38590622540937	-0.327078077587938	0.3361827740212455	-0.9729174213050781	0.3305943457447926	0.9999706469618949
MYLIP	948.1453259910328	0.11102838486114373	0.2361949734154635	0.4700709047937546	0.6383043604332216	0.9999706469618949
NOX1	24.974599823975296	0.22157950331045986	0.3051098086701962	0.726228711807731	0.46769857330470743	0.9999706469618949
E2F2	45.28212520874606	-0.12878167327656712	0.5981818660601391	-0.21528849432493471	0.8295423995150895	0.9999706469618949
PSMB1	7508.62692110711	0.04416382834478224	0.11583525738437431	0.3812641275379059	0.703007269068106	0.9999706469618949
SYN1	46.04528475817157	0.3825331486044357	0.5858498232060754	0.6529542784719385	0.5137857548696378	0.9999706469618949
JARID2	4205.467948320496	-0.021441654765285832	0.21658485025782248	-0.09899886690948928	0.9211391697610378	0.9999706469618949
CDKL5	955.9389972387393	0.23826715040474564	0.15405714020539274	1.54661543169685	0.12195600634392877	0.9999706469618949
CAMK1G	427.0835974380137	-0.13496308150187147	0.5241425702445718	-0.25749307376215586	0.7967981614354025	0.9999706469618949
NADK	1156.8769996162507	0.36970315858560854	0.24815734085933558	1.4897933597506168	0.13627857763664591	0.9999706469618949
TFAP2B	6.690221135728331	0.1218972703662455	0.9201327683992576	0.1324779146582384	0.894606290596371	0.9999706469618949
TFAP2D	5.1234849996642255	1.1146249782437985	0.5877082078891328	1.8965618708086258	0.05788578694057407	0.9999706469618949
DLEC1	97.2028589042962	-0.11873358981427486	0.3942215419927859	-0.30118493579543565	0.7632734763144313	0.9999706469618949
CYTH3	1466.180611679533	-0.03235372821483443	0.2516325920868551	-0.12857526899244837	0.8976937363340437	0.9999706469618949
ADAM22	390.1713954758235	-0.00822921390890829	0.18442961386641904	-0.044619807721707025	0.9644103541037669	0.9999706469618949
SYPL1	5347.603580060853	0.00853926838474332	0.167985267816772	0.05083343614427801	0.9594582471192729	0.9999706469618949
CYB561	2938.0542624939744	-0.16668572711738858	0.2728705891537162	-0.610859996434022	0.5412922701506109	0.9999706469618949
SPAG9	7621.149707293723	0.1864554391937337	0.38687976523778406	0.48194673370713625	0.6298437861362032	0.9999706469618949
CELSR3	77.5623103658138	0.3753448384455895	0.40913050689380354	0.9174208036826166	0.3589221754205642	0.9999706469618949
AASS	1736.0220525923894	-0.02312045432194	0.23483771775559908	-0.09845289991278991	0.9215726706137854	0.9999706469618949
PLEKHG6	305.0223068247955	0.08358932205398781	0.19965333020898385	0.41867231549051576	0.675455631069825	0.9999706469618949
MPND	59.346257207381385	-0.09470023187671926	0.24637828103487527	-0.3843692369268307	0.7007047979552301	0.9999706469618949
MGST1	11613.967651067662	-0.12684327188615768	0.27519293551966806	-0.46092488401502657	0.6448524980079471	0.9999706469618949
CRY1	3775.921542207084	0.03313888020538085	0.3705684315097041	0.08942715403568595	0.9287424441206324	0.9999706469618949
PGLYRP1	3.4478855163557283	0.18586873961868478	0.8400025498231674	0.22127163739897315	0.8248809327232187	0.9999706469618949
NFIX	2485.3856899031134	0.08474462022927837	0.18178732705271589	0.46617452164145395	0.6410905849011469	0.9999706469618949
ST3GAL1	8184.229609848568	0.22353616919817682	0.4366742281662415	0.5119060269182563	0.6087167799133889	0.9999706469618949
MMP25	43.64046521553937	0.9431590919277282	0.446489386854086	2.1123886024998737	0.03465313178076968	0.9999706469618949
IL32	29100.40236141357	0.8302312950700733	0.3907593370593916	2.12466143820867	0.03361487332404239	0.9999706469618949
PKD1	1117.621139047554	0.12080111638661052	0.21176213781497055	0.5704566341890721	0.56836802689449	0.9999706469618949
MAPK8IP2	11.990305412795076	0.6356857512392243	0.6264758250750334	1.014701167699628	0.3102482973467848	0.9999706469618949
MED24	4499.245186642039	0.21894897481285533	0.985725152996156	0.22211969954033337	0.8242207028631856	0.9999706469618949
RHOBTB2	177.3485273848459	-0.3809676213686199	0.2900563945528504	-1.313426038946384	0.18903942805811064	0.9999706469618949
HEATR5B	2448.71112994044	0.04601508286641677	0.2095863516108256	0.2195519055165422	0.8262201512461285	0.9999706469618949
SEC62	12564.856903421838	0.03620373952416154	0.13680316596578665	0.26464109414847753	0.7912859598690006	0.9999706469618949
RPS20	10827.605784930876	0.058145219778395436	0.18399274343301772	0.3160190923484062	0.7519880165898255	0.9999706469618949
CSDE1	30974.752423938604	0.042512693098780266	0.17221200325829703	0.24686254322828127	0.8050146054579298	0.9999706469618949
UBE3C	2929.876648457009	0.0984942938992206	0.11566252005353726	0.8515662105030227	0.39445490026323654	0.9999706469618949
REV3L	9662.956443007337	0.13333086811635994	0.2327620270228835	0.5728205318612893	0.5667662157272803	0.9999706469618949
TENM1	285.90987442560373	0.06414152561436924	0.36466088980345557	0.17589362448202261	0.8603775141898758	0.9999706469618949
PAX7	16.737172124429502	-0.012845495401532288	0.35589633244430446	-0.03609336267476858	0.9712079146995549	0.9999706469618949
MASP2	14.85631332943114	0.5034168340528212	0.40537878003740496	1.24184308316871	0.21429446335916097	0.9999706469618949
IYD	23.282025625319704	0.6608361738913439	0.5934360751717295	1.1135760051326675	0.2654611250476011	0.9999706469618949
FAM76A	927.2109603575325	-0.1634458193600456	0.20769710833890082	-0.7869431628934859	0.4313151388154078	0.9999706469618949
TRAF3IP3	622.8823818968574	-0.2589743252907483	0.2840434679981578	-0.9117418792127547	0.3619046124858519	0.9999706469618949
POMT2	472.6334464701138	-0.06157648374538166	0.3100969605749431	-0.19857171005873203	0.842597784996301	0.9999706469618949
VTA1	3991.6731982014453	-0.08582861859592497	0.10524324054624214	-0.8155261862942476	0.4147711816051729	0.9999706469618949
MLXIPL	142.3470256720529	-0.12657994575126896	0.4659851663028488	-0.27163943169170174	0.7858992769578251	0.9999706469618949
BAZ1B	3440.5689644101913	0.015724955177121136	0.14833112362448145	0.10601251303759285	0.9155724241668999	0.9999706469618949
RANBP9	1869.3428604248816	0.10824619178142843	0.19907607563620155	0.543742845218836	0.5866184443557796	0.9999706469618949
ETV7	1107.758608150826	2.0153250832749325	0.4076870119559228	4.9433144156498665	7.680546317723172e-07	0.0012851954160275154
SPRTN	760.6029236453114	-0.04018762742562963	0.14200615606514647	-0.282999192001178	0.7771774563866476	0.9999706469618949
