Gene	JD-MD_EP-WT3_NEY922A14-9_S38	JD-MD_EP-WT2_NEY922A14-8_S37	JD-MD_EP-WT1_NEY922A14-7_S36	JD-MD_EP-KO4_NEY922A14-14_S6	JD-MD_EP-KO3_NEY922A14-13_S5	JD-MD_EP-KO2_NEY922A14-12_S4	JD-MD_EP-KO1_NEY922A14-11_S3
Btg1-ps1	0	0	0	0	0	0	0
Btg1-ps2	0	0	0	0	0	0	0
Btg2	3278	3071	3768	3124	5466	5985	4535
Btg3	109	154	147	133	256	274	198
Btg4	0	0	0	1	1	2	1
Btk	1770	1472	1655	1558	2935	3207	2464
Btla	28	12	34	21	58	87	47
Btn1a1	1	0	0	0	0	0	0
Btn2a2	1	0	0	0	0	0	0
Btnl1	0	0	1	1	2	7	5
Btnl10	0	0	0	0	0	0	0
Btnl2	1	1	1	1	0	4	1
Btnl4	5	4	6	8	2	14	41
Btnl5-ps	4	0	1	0	0	2	10
Btnl6	48	22	25	3	40	38	76
Btnl9	2	2	0	0	0	1	0
Btrc	195	148	193	180	298	343	288
Bub1	230	248	224	195	376	376	296
Bub1b	1484	1113	1595	1201	2069	2355	2003
Bub3	1237	1872	1323	1112	2183	2148	1635
Bud13	194	233	236	248	411	432	324
Bud31	1110	1805	1184	1231	2327	2118	1659
Bves	1	1	0	2	1	0	0
Bvht	1	13	1	2	11	18	11
Bysl	292	266	336	331	570	621	409
Bzrap1	78	77	112	115	162	270	219
Bzw1	4881	4091	5085	4209	7459	9363	7287
Bzw2	2053	2570	2120	2899	4639	4663	3827
C030004G16Rik	0	0	0	0	0	0	0
C030006K11Rik	155	172	147	119	210	237	197
C030007H22Rik	0	0	0	0	0	0	0
C030013C21Rik	0	1	0	0	0	0	0
C030013G03Rik	0	0	0	0	0	0	0
C030016D13Rik	1	0	0	0	3	1	4
C030018K13Rik	0	2	1	0	0	0	0
C030023E24Rik	0	0	0	0	1	0	0
C030029H02Rik	0	0	0	0	0	0	0
C030034I22Rik	24	21	24	21	26	28	20
C030034L19Rik	1	0	0	1	0	0	0
C030037D09Rik	0	0	0	0	1	0	0
C030037F17Rik	0	0	0	0	0	0	0
C030039L03Rik	7	13	13	3	14	5	7
C030047K22Rik	0	0	0	0	0	0	0
C130021I20Rik	0	0	0	1	0	1	0
C130023O10Rik	0	1	0	1	1	0	0
C130026I21Rik	13	7	5	6	11	11	9
C130026L21Rik	0	0	0	0	0	0	0
C130030K03Rik	0	0	0	0	0	0	0
C130036L24Rik	3	7	2	0	3	5	2
C130040N14Rik	2	4	1	4	10	2	5
C130046K22Rik	38	13	32	18	35	29	31
C130050O18Rik	526	532	563	502	839	961	591
C130060C02Rik	2	3	2	1	8	6	4
C130060K24Rik	0	0	0	0	0	0	0
C130071C03Rik	1	1	0	3	0	0	0
C130073F10Rik	0	0	0	0	0	0	0
C130074G19Rik	0	0	0	0	1	2	1
C130079G13Rik	0	3	0	1	1	2	1
C130080G10Rik	0	1	2	0	2	1	0
C130083M11Rik	0	0	0	0	0	0	0
C1d	652	954	652	680	1172	1225	866
C1galt1	496	267	403	395	665	900	758
C1galt1c1	342	451	383	312	748	663	568
C1qa	303	103	41	591	1221	1377	1020
C1qb	248	68	55	401	849	950	720
C1qbp	959	1261	1041	1095	2098	1821	1464
C1qc	213	55	60	424	938	1006	758
C1ql1	2	2	1	0	0	0	1
C1ql2	6	8	7	0	4	6	0
C1ql3	2	0	0	0	4	0	0
C1ql4	0	1	0	0	2	0	0
C1qtnf1	0	0	2	0	1	1	0
C1qtnf2	0	0	0	0	0	0	0
C1qtnf3	0	0	0	0	0	0	0
C1qtnf4	0	1	0	0	0	0	0
C1qtnf5	0	0	0	0	0	0	0
C1qtnf6	1	0	0	1	1	1	4
C1qtnf7	0	0	1	0	1	0	0
C1qtnf9	0	1	2	0	0	1	0
C1ra	368	352	475	455	645	834	638
C1rb	0	0	1	0	2	0	0
C1rl	386	348	377	290	461	586	411
C1s1	0	1	0	0	9	9	10
C1s2	0	0	0	3	1	2	0
C2	50	35	48	55	166	233	175
C230004F18Rik	0	1	0	1	3	1	0
C230012O17Rik	0	1	0	0	0	0	0
C230014O12Rik	0	0	0	0	0	0	0
C230024C17Rik	0	0	0	0	0	0	0
C230029F24Rik	0	0	0	0	0	0	0
C230035I16Rik	0	6	1	4	3	2	2
C230037L18Rik	7	12	16	5	6	19	16
C230057M02Rik	0	0	0	0	0	0	0
C230062I16Rik	0	3	0	0	0	0	0
C230072F16Rik	0	0	0	0	0	0	0
C230079O03Rik	0	1	0	0	0	4	0
C230091D08Rik	0	3	0	5	6	3	0
C2cd2	334	173	264	361	560	656	456
C2cd2l	1803	1161	1738	2171	3684	4119	3297
C2cd3	507	187	469	351	612	825	611
C2cd4a	0	0	0	0	0	0	0
C2cd4b	0	0	0	0	0	0	0
C2cd4c	0	0	0	0	0	0	0
C2cd4d	0	0	0	0	0	0	0
C2cd5	637	472	615	464	856	1029	850
C3	8738	5897	10555	6033	12039	14822	13259
C330002G04Rik	0	1	0	0	1	0	0
C330004P14Rik	0	0	0	0	0	0	0
C330006A16Rik	385	333	322	365	714	702	483
C330007P06Rik	492	320	421	364	722	919	721
C330011F03Rik	0	0	0	0	0	0	0
C330013E15Rik	2	3	0	2	0	3	11
C330016L05Rik	0	0	0	0	0	0	0
C330018A13Rik	0	0	0	0	0	0	0
C330018D20Rik	114	85	73	90	164	188	151
C330020E22Rik	8	14	5	14	20	15	18
C330021F23Rik	2	0	0	0	4	0	3
C330022C24Rik	0	0	0	0	0	0	1
C330024C12Rik	0	0	0	0	0	0	0
C330024D21Rik	0	0	0	0	0	0	0
C330027C09Rik	192	167	233	201	380	400	327
C3ar1	125	39	55	151	320	530	407
C430002N11Rik	0	0	0	0	0	0	0
C430042M11Rik	36	36	39	29	68	68	48
C430049B03Rik	21	36	40	52	110	90	76
C430049E01Rik	0	0	0	0	0	0	0
C4a	9	6	25	13	13	12	15
C4b	23	14	37	39	48	76	126
C4bp	0	0	0	0	0	0	0
C4bp-ps1	0	0	0	0	0	0	2
C530005A16Rik	10	11	11	9	12	17	8
C530008M17Rik	2667	909	2440	2015	2985	4452	3452
C530044C16Rik	0	0	0	0	0	0	0
C5ar1	15996	13134	17083	11839	18007	20553	14109
C5ar2	272	191	327	198	316	391	234
C6	0	2	2	1	1	0	0
C630028M04Rik	0	0	0	0	0	0	0
C630031E19Rik	0	0	0	0	0	0	0
C630043F03Rik	3	7	9	5	4	7	5
C7	2	0	0	0	0	0	0
C730002L08Rik	0	0	0	0	0	0	0
C730027H18Rik	0	0	0	0	0	0	0
C730036E19Rik	0	0	0	3	5	0	2
C77080	1218	657	1221	2020	3698	4595	3712
C77370	0	0	1	0	2	2	2
C86187	0	3	2	2	0	0	1
C87198	0	0	0	0	0	0	0
C87414	0	0	0	0	1	2	0
C87436	124	87	121	86	204	223	207
C87499	0	0	0	0	0	0	0
C87977	0	0	0	0	0	0	0
C8a	0	0	0	0	0	1	0
C8b	0	0	0	0	4	1	0
C8g	6	7	9	4	17	13	12
C9	0	0	0	1	3	0	0
C920006O11Rik	6	2	7	11	18	19	13
C920009B18Rik	206	226	296	226	380	478	410
C920021L13Rik	4	4	3	7	7	6	6
CJ186046Rik	0	5	0	2	4	0	3
CK137956	0	0	0	0	0	0	0
CN725425	2	0	3	1	1	1	4
COX1	88817	67556	90430	82895	173227	205616	153131
COX2	109	160	109	102	208	138	130
COX3	63	45	44	38	106	110	77
CYTB	53085	48725	54477	52067	101155	119346	83597
Caap1	88	85	93	78	151	171	132
Cab39	2509	1909	2396	2368	4548	5417	4038
Cab39l	528	609	591	615	1102	1177	945
Cabin1	1489	784	1529	1306	2343	2850	2325
Cables1	38	60	36	76	71	111	72
Cables2	264	234	324	250	428	582	462
Cabp1	0	0	0	0	0	0	0
Cabp2	0	0	0	0	2	0	1
Cabp4	0	1	1	3	2	3	1
Cabp5	0	0	0	0	1	0	0
Cabp7	1	0	0	0	0	0	0
Cabs1	0	0	0	0	0	0	0
Cabyr	18	10	14	7	27	7	10
Cacfd1	127	105	169	201	318	390	299
Cachd1	6	0	0	1	0	1	2
Cacna1a	12	10	15	11	11	14	16
Cacna1b	1	0	1	5	14	13	10
Cacna1c	10	2	10	2	5	10	0
Cacna1d	15	1	1	12	25	46	24
Cacna1e	0	2	1	1	3	1	0
Cacna1f	63	138	61	66	94	77	53
Cacna1g	0	0	0	2	0	1	0
Cacna1h	1	0	0	1	3	3	2
Cacna1i	0	0	0	0	0	0	0
Cacna1s	17	16	2	6	11	9	14
Cacna2d1	0	7	0	0	1	0	0
Cacna2d2	0	0	0	0	0	0	0
Cacna2d3	0	4	3	4	0	0	0
Cacna2d4	0	0	0	1	0	1	2
Cacnb1	17	7	23	19	29	35	36
Cacnb2	3	0	1	1	8	6	7
Cacnb3	24	6	30	47	87	133	134
Cacnb4	0	5	0	1	7	5	2
Cacng1	0	0	0	0	0	0	0
Cacng2	0	0	0	0	0	0	0
Cacng3	0	0	0	0	0	0	0
Cacng4	0	0	0	0	0	0	0
Cacng5	0	0	0	0	0	0	0
Cacng6	0	0	1	0	0	0	0
Cacng7	0	0	0	0	1	1	1
Cacng8	0	0	0	3	3	4	2
Cactin	377	344	364	359	647	735	516
Cacul1	2031	1549	2140	1708	2940	3679	3024
Cacybp	998	1250	1118	1156	2327	2239	1874
Cad	790	334	644	627	974	1373	899
Cadm1	27	14	28	56	110	206	133
Cadm2	0	0	0	0	1	1	1
Cadm3	0	0	0	1	4	2	0
Cadm4	0	0	2	4	5	5	4
Cadps	0	0	1	0	0	0	0
Cadps2	1	4	0	2	4	4	0
Cage1	2	8	12	8	13	13	12
Cahm	6	8	6	1	13	12	7
Calb1	0	0	0	0	0	0	0
Calb2	0	0	0	0	0	0	0
Calca	1	0	0	0	1	0	2
Calcb	5	0	0	3	4	2	4
Calcoco1	829	531	848	649	1183	1464	1083
Calcoco2	0	0	0	0	0	0	0
Calcr	0	0	4	1	2	2	1
Calcrl	534	237	568	305	581	770	632
Cald1	142	207	95	141	258	329	237
Calhm1	0	0	0	0	0	0	0
Calhm2	2	3	4	7	14	21	15
Calm1	19348	26378	19150	20129	36358	39549	29863
Calm2	4522	6188	4628	4165	7898	8390	6188
Calm3	4253	5110	4053	4412	7605	7391	5336
Calm4	5	26	7	8	12	11	8
Calm5	0	1	1	0	4	1	0
Calml3	0	1	0	0	3	3	0
Calml4	0	0	0	0	0	1	0
Caln1	0	0	0	0	0	0	0
Calr	32854	30386	33624	28693	50797	51324	40313
Calr3	8	18	4	5	24	18	11
Calr4	0	3	0	2	1	1	1
Calu	3101	2700	3200	2807	4672	5824	4473
Caly	0	0	0	0	0	0	0
Camk1	3976	3772	3606	4244	7947	7986	6113
Camk1d	2074	783	2007	757	1559	2415	1684
Camk1g	0	0	0	0	1	0	1
Camk2a	17	9	10	14	14	26	15
Camk2b	12	9	0	3	10	13	13
Camk2d	2995	2284	3076	2930	4794	6098	4357
Camk2g	982	768	1058	969	1838	2322	1719
Camk2n1	1	2	1	13	23	19	15
Camk2n2	15	6	17	11	33	28	29
Camk4	0	3	0	2	1	3	1
Camkk1	0	2	3	1	1	0	3
Camkk2	1666	1067	2000	1456	2456	3052	2163
Camkmt	196	73	150	121	207	281	189
Camkv	0	0	0	0	0	0	0
Caml	304	379	302	301	672	591	448
Camp	0	0	0	0	1	0	0
Camsap1	226	59	133	141	279	377	275
Camsap2	1118	492	1029	870	1552	2350	1828
Camsap3	1	1	5	2	1	1	1
Camta1	64	52	84	53	133	107	100
Camta2	1482	822	1514	1204	2110	2585	2136
Cand1	1846	1564	1981	1576	2627	3236	2434
Cand2	26	97	30	34	48	24	42
Cant1	1164	954	1070	1109	2387	2372	1992
Canx	12948	9676	13021	11105	19754	24060	19092
Cap1	22988	16212	21902	19797	35726	42299	32430
Cap2	2	1	0	0	0	0	1
Capg	13740	19366	14353	15425	27309	25552	20159
Capn1	6199	5354	5569	5820	8690	9707	7115
Capn10	57	84	41	65	126	143	117
Capn11	2	1	1	26	6	5	19
Capn12	7	8	1	7	9	1	2
Capn13	0	0	0	0	2	1	0
Capn15	1420	850	1481	1789	3215	3986	3453
Capn2	6795	4578	6759	6335	10519	12769	9023
Capn3	31	9	36	23	43	58	40
Capn5	7	1	4	16	17	27	27
Capn6	0	0	0	0	0	0	0
Capn7	1025	762	1040	848	1552	2076	1604
Capn8	0	0	0	3	2	0	0
Capn9	4	1	1	4	17	3	6
Capns1	6777	8511	6913	6782	12647	12003	9473
Capns2	1	0	3	5	1	9	10
Caprin1	6146	3050	6191	5135	8895	12043	9665
Caprin2	70	48	77	42	62	72	56
Caps2	1	1	0	1	3	0	0
Capsl	0	0	1	0	9	3	0
Capza1	2100	1210	2142	1644	3130	4156	3286
Capza2	7099	6187	7002	5641	10812	13558	10336
Capza3	0	0	0	0	0	0	0
Capzb	9209	10934	9575	9307	17459	17632	13485
Car1	0	0	0	0	0	0	0
Car10	0	0	0	0	0	0	0
Car11	14	7	15	24	37	30	20
Car12	0	0	0	0	1	0	0
Car13	218	166	226	329	505	598	487
Car14	0	0	0	1	5	1	1
Car15	17	21	13	15	24	28	40
Car2	25	19	23	5	13	13	12
Car3	0	0	0	0	1	0	0
Car4	13575	22207	18496	24218	35104	38210	25572
Car5a	25	29	19	41	106	55	51
Car5b	479	319	312	454	694	825	627
Car6	0	3	0	16	22	17	20
Car7	16	19	24	21	35	40	33
Car8	0	2	5	5	4	3	9
Car9	66	99	99	84	153	181	104
Card10	4	1	2	6	5	16	10
Card11	8480	4673	8395	6227	10682	13215	10639
Card14	0	0	0	1	3	3	3
Card19	513	452	507	496	945	928	755
Card6	4	6	5	12	28	14	22
Card9	1207	1708	1200	1219	2037	2037	1532
Carf	42	45	35	39	74	120	84
Carhsp1	1160	1260	1296	1120	1933	2000	1359
Carkd	551	549	479	507	929	961	650
Carlr	0	0	0	0	1	0	2
Carm1	556	343	566	568	996	1145	819
Carmn	0	0	0	0	0	0	0
Carnmt1	96	130	121	124	259	274	196
Carns1	60	42	41	51	95	98	79
Cars	561	614	546	610	1140	1102	913
Cars2	251	345	283	263	437	438	311
Cartpt	0	1	0	0	1	0	0
Casc1	6	7	9	8	13	11	10
Casc3	1354	909	1518	1265	1897	2368	1789
Casc4	1	6	7	10	2	0	1
Casc5	139	112	175	116	163	227	202
Casd1	525	292	451	319	723	830	613
Cask	753	542	848	545	1003	1266	1059
Caskin1	0	1	3	0	2	1	1
Caskin2	12	5	2	11	20	37	15
Casp1	1647	2641	1740	1670	3673	3591	3318
Casp12	1	0	0	0	1	0	0
Casp14	0	0	0	0	0	0	0
Casp2	82	76	86	106	141	189	141
Casp3	352	317	352	227	466	559	429
Casp4	1960	2356	2072	1510	3139	3337	2798
Casp6	249	181	184	239	416	398	310
Casp7	962	760	952	730	1449	1652	1221
Casp8	2588	2303	2499	2765	4920	5360	3891
Casp8ap2	205	100	130	165	249	287	278
Casp9	657	443	662	564	1136	1208	878
Casq1	0	0	0	8	1	2	3
Casq2	0	0	0	0	0	0	0
Casr	3	0	4	14	24	40	22
Cass4	111	67	67	120	210	260	188
Cast	4269	3225	4528	3678	5684	7898	5669
Casz1	354	338	329	297	610	654	473
Cat	5871	4013	5548	4403	10777	11056	9852
Catip	4	2	0	0	3	4	1
Catsper1	0	0	0	0	0	0	0
Catsper2	14	24	23	10	33	31	23
Catsper3	0	0	0	3	0	1	0
Catsper4	1	0	0	2	0	0	0
Catsperb	0	0	0	0	0	0	0
Catsperd	19	13	13	28	53	65	36
Catsperg1	34	10	10	25	16	56	30
Catsperg2	3	0	0	0	1	2	0
Cav1	3139	1566	2898	2463	3580	5532	3101
Cav2	1341	946	1236	1242	1965	2387	1849
Cav3	0	0	0	0	0	0	0
Cbarp	97	23	58	78	149	168	127
Cbfa2t2	208	128	214	191	327	498	356
Cbfa2t3	151	110	170	104	163	282	195
Cbfb	1970	1210	1745	1630	2668	3265	2456
Cbl	2692	743	2802	1871	3355	5844	4465
Cblb	491	245	518	308	666	749	619
Cblc	1	4	3	0	0	0	1
Cbll1	350	228	313	310	558	669	537
Cbln1	1	0	1	0	0	2	0
Cbln2	1	1	3	1	0	0	0
Cbln3	0	1	2	0	0	0	0
Cbln4	0	0	0	1	0	0	0
Cbr1	348	500	349	313	678	672	470
Cbr2	29	60	36	28	101	72	54
Cbr3	254	327	217	195	498	445	327
Cbr4	142	201	133	129	209	246	214
Cbs	0	0	0	0	0	0	0
Cbwd1	102	94	141	140	191	229	188
Cbx1	429	596	452	433	787	908	651
Cbx2	8	1	5	2	0	8	8
Cbx3	235	220	212	227	407	416	271
Cbx4	353	255	448	479	719	960	708
Cbx5	507	291	533	320	679	910	671
Cbx6	1	2	2	2	15	6	11
Cbx7	96	91	79	65	126	184	110
Cbx8	27	22	31	39	69	65	45
Cby1	87	118	95	103	185	192	122
Cc2d1a	466	324	496	475	738	897	669
Cc2d1b	971	909	958	964	1765	1783	1380
Cc2d2a	4	0	4	3	11	10	11
Cc2d2b	0	0	0	1	3	2	2
Ccar1	1339	1669	1369	1223	2159	2209	1779
Ccar2	405	277	425	325	612	757	584
Ccbe1	92	60	97	136	316	349	367
Ccdc102a	18	6	5	6	16	21	9
Ccdc103	0	0	0	1	0	0	0
Ccdc105	0	0	1	0	0	0	0
Ccdc106	3	3	6	11	15	11	2
Ccdc107	193	332	166	221	385	301	226
Ccdc108	0	3	1	1	1	4	0
Ccdc109b	556	737	461	447	842	816	630
Ccdc110	0	0	0	0	4	0	0
Ccdc112	64	73	58	42	96	109	80
Ccdc113	0	0	0	0	2	3	0
Ccdc114	20	20	13	14	20	26	24
Ccdc115	911	1387	790	992	1842	1794	1285
Ccdc116	20	14	6	3	15	9	17
Ccdc117	188	102	166	157	339	416	360
Ccdc12	695	1195	802	737	1555	1361	992
Ccdc120	2	1	3	3	5	10	11
Ccdc121	0	0	0	0	1	0	0
Ccdc122	35	23	33	77	85	110	92
Ccdc124	935	1506	886	1000	1970	1514	1166
Ccdc125	262	254	238	233	455	490	365
Ccdc126	58	77	62	53	109	136	100
Ccdc127	356	310	314	309	627	697	550
Ccdc129	0	0	0	0	0	0	4
Ccdc13	1	0	0	0	0	1	0
Ccdc130	150	155	203	157	252	308	207
Ccdc134	186	151	133	145	227	287	199
Ccdc136	0	3	0	0	1	1	1
Ccdc137	94	100	107	135	220	243	166
Ccdc138	17	8	9	13	20	20	24
Ccdc14	25	24	15	19	37	48	47
Ccdc141	4	6	0	2	1	4	0
Ccdc142	23	6	17	19	36	47	53
Ccdc144b	0	0	0	0	0	0	0
Ccdc146	0	0	0	0	3	0	2
Ccdc148	1	5	2	1	3	0	2
Ccdc149	1	0	0	0	7	9	2
Ccdc15	62	34	40	44	71	109	80
Ccdc150	0	0	0	0	2	3	1
Ccdc151	1	0	2	0	0	1	1
Ccdc152	0	0	0	0	0	0	0
Ccdc153	0	1	1	5	4	5	2
Ccdc154	8	3	7	7	12	26	10
Ccdc155	5	0	0	0	3	0	0
Ccdc157	64	38	42	34	80	96	85
Ccdc158	1	0	0	3	3	3	1
Ccdc159	14	4	2	5	20	9	9
Ccdc160	0	0	0	0	2	0	0
Ccdc162	3	3	2	3	2	5	3
Ccdc163	85	64	86	74	189	143	130
Ccdc166	6	3	12	17	28	29	21
Ccdc167	245	306	218	179	340	421	266
Ccdc168	4	3	8	4	3	5	8
Ccdc169	2	1	1	1	4	2	0
Ccdc17	34	41	26	25	83	61	48
Ccdc170	1	0	2	1	0	2	2
Ccdc171	164	78	177	93	206	270	189
Ccdc172	0	0	0	0	0	0	0
Ccdc173	9	22	16	23	31	22	23
Ccdc174	345	453	334	329	566	621	419
Ccdc175	0	2	0	0	0	1	0
Ccdc177	0	2	0	0	0	0	0
Ccdc178	0	0	1	0	3	0	0
Ccdc18	39	17	20	13	31	21	28
Ccdc180	21	61	28	32	61	66	42
Ccdc181	145	155	102	175	286	311	261
Ccdc182	0	0	0	0	0	0	0
Ccdc183	0	0	0	0	0	0	0
Ccdc184	2	0	0	0	2	1	1
Ccdc185	0	0	0	0	0	0	0
Ccdc186	808	422	829	625	1135	1565	1281
Ccdc187	0	0	0	0	2	0	0
Ccdc188	0	0	0	0	0	0	0
Ccdc189	3	18	7	15	10	18	13
Ccdc190	0	0	0	0	0	0	0
Ccdc191	79	126	78	85	154	133	105
Ccdc22	665	823	694	644	1211	1179	937
Ccdc24	0	0	0	0	3	1	1
Ccdc25	437	885	490	438	887	897	680
Ccdc27	0	0	0	0	0	0	0
Ccdc28a	51	72	44	49	71	100	69
Ccdc28b	84	138	60	83	137	122	92
Ccdc3	0	0	0	0	0	0	0
Ccdc30	0	1	1	1	0	0	0
Ccdc32	177	171	194	176	402	358	245
Ccdc33	0	0	0	0	2	0	0
Ccdc34	191	521	250	233	442	302	261
Ccdc34os	0	0	0	0	0	0	0
Ccdc36	0	0	0	0	0	0	1
Ccdc38	3	7	1	2	2	6	8
Ccdc39	0	0	0	0	1	1	0
Ccdc40	3	2	2	3	12	8	6
Ccdc42	1	0	0	0	0	0	0
Ccdc43	286	305	289	278	596	612	454
Ccdc47	1221	938	1193	1147	2115	2420	1890
Ccdc50	1812	1091	2141	1269	2368	2973	2485
Ccdc51	41	53	48	56	92	86	70
Ccdc53	420	817	452	471	875	871	650
Ccdc54	1	3	1	0	1	5	2
Ccdc57	58	28	23	39	78	82	72
Ccdc58	104	155	122	111	191	181	146
Ccdc59	398	596	469	409	728	788	567
Ccdc6	512	369	566	476	903	1056	894
Ccdc60	0	0	1	0	0	0	0
Ccdc61	97	96	108	95	176	150	123
Ccdc62	15	6	17	7	14	29	14
Ccdc63	7	3	3	0	3	8	6
Ccdc64	15	8	7	9	16	14	17
Ccdc64b	0	0	1	0	2	2	1
Ccdc65	4	3	10	7	19	19	13
Ccdc66	82	85	70	107	160	195	166
Ccdc67	0	0	0	0	0	1	0
Ccdc68	0	0	0	0	0	1	0
Ccdc69	106	74	81	64	112	153	76
Ccdc70	0	0	0	0	0	0	0
Ccdc71	330	288	297	237	525	529	474
Ccdc71l	1419	1867	1770	1771	3146	3453	2721
Ccdc73	0	1	0	0	0	1	0
Ccdc74a	0	1	4	0	1	5	2
Ccdc77	86	87	96	86	211	229	186
Ccdc78	1	0	2	0	3	0	3
Ccdc7a	4	0	1	5	4	14	3
Ccdc7b	0	0	0	1	1	2	1
Ccdc8	0	0	0	0	0	0	0
Ccdc80	1394	987	1188	1517	2144	2516	1535
Ccdc81	0	0	0	0	0	0	0
Ccdc82	622	391	580	542	884	1030	874
Ccdc83	0	0	0	0	0	0	0
Ccdc84	71	67	75	101	196	209	164
Ccdc85a	0	0	0	0	0	0	1
Ccdc85b	145	315	156	150	330	207	148
Ccdc85c	0	4	0	2	0	2	1
Ccdc86	1469	1873	1759	1599	2688	2676	2040
Ccdc87	0	0	1	0	0	1	0
Ccdc88a	2331	1349	2472	1876	4238	4955	5280
Ccdc88b	2660	3052	3531	2767	4394	4958	3892
Ccdc88c	952	443	904	673	1024	1449	1040
Ccdc89	2	4	3	1	1	2	3
Ccdc9	950	1151	1249	964	1755	1796	1381
Ccdc90b	175	233	222	174	324	333	238
Ccdc91	408	341	356	359	622	672	488
Ccdc92	0	6	0	0	4	2	1
Ccdc92b	6	1	1	4	13	12	11
Ccdc93	876	530	1015	795	1542	2013	1690
Ccdc94	221	275	254	179	413	400	291
Ccdc96	3	1	0	0	3	7	5
Ccdc97	1229	914	1252	1065	1749	1927	1562
Ccer1	0	0	0	0	0	0	0
Ccer2	8	1	2	1	7	0	0
Cchcr1	139	172	196	140	226	246	174
Ccin	2	2	0	0	1	4	0
Cck	0	0	0	0	0	0	0
Cckar	1	0	1	0	5	0	1
Cckbr	0	0	0	0	0	0	0
Ccl1	0	0	0	0	0	0	1
Ccl11	0	0	0	0	0	0	0
Ccl12	4	6	2	3	10	8	14
Ccl17	280	285	170	566	1069	1055	742
Ccl19	0	0	0	0	0	0	0
Ccl2	2156	3984	1918	2970	5850	5224	4111
Ccl20	0	10	6	1	6	5	5
Ccl21a	0	0	0	0	0	0	0
Ccl21b	0	0	0	0	0	0	0
Ccl21c	0	0	0	0	0	0	0
Ccl22	1733	1612	1600	1727	2982	4071	2804
Ccl24	9	2	0	6	5	10	14
Ccl25	53	48	40	62	107	72	42
Ccl26	0	0	0	0	0	1	0
Ccl27a	13	16	10	6	15	17	11
Ccl27b	0	0	0	0	0	0	0
Ccl28	1	0	0	4	0	0	1
Ccl3	14085	25319	20816	19479	33033	31963	26516
Ccl4	586	1537	887	1379	2440	2065	1833
Ccl5	21	28	12	8	26	25	41
Ccl6	36503	42300	38302	82493	130456	142544	101279
Ccl7	1191	2003	877	2590	4768	4058	3122
Ccl8	0	0	0	1	3	1	4
Ccl9	4072	6385	5635	5336	9825	10622	7274
Ccm2	619	615	608	617	1113	1180	898
Ccm2l	0	0	0	0	0	0	0
Ccna1	0	0	0	0	0	0	0
Ccna2	445	530	388	433	669	662	449
Ccnb1	151	206	180	218	372	315	262
Ccnb1ip1	0	0	0	0	0	0	0
Ccnb2	357	589	381	554	700	622	412
Ccnb3	0	0	0	1	0	0	0
Ccnc	364	265	318	304	580	665	476
Ccnd1	63	26	54	279	476	563	436
Ccnd2	7358	6592	8534	10380	14816	19878	14886
Ccnd3	943	920	849	882	1612	1718	1117
Ccndbp1	943	1271	1030	921	1709	1736	1277
Ccne1	92	59	64	50	140	133	108
Ccne2	135	93	80	67	139	143	130
Ccnf	142	117	179	128	278	267	234
Ccng1	2097	1669	2150	3382	6067	7716	5703
Ccng2	576	473	557	479	888	1080	798
Ccnh	337	476	359	292	617	593	399
Ccni	4002	3153	3887	3113	5565	6625	5003
Ccnj	24	26	23	31	57	95	55
Ccnjl	2	2	0	0	1	0	0
Ccnk	982	654	1012	902	1365	1696	1324
Ccnl1	3825	2978	4249	3204	6099	7687	6141
Ccnl2	2705	2176	3246	2394	4102	4966	3917
Ccno	8	2	6	10	17	23	13
Ccnt1	614	523	697	570	967	1417	985
Ccnt2	574	321	565	477	822	1195	934
Ccny	1457	1025	1357	1158	2391	3044	2457
Ccnyl1	170	135	186	139	241	358	236
Ccp110	131	82	111	99	196	240	174
Ccpg1	3460	3177	3692	3039	5593	6726	4750
Ccpg1os	23	39	31	24	36	52	20
Ccr1	3688	3478	3875	2865	4686	5762	3826
Ccr10	1	0	2	1	0	1	0
Ccr1l1	0	0	1	1	3	5	2
Ccr2	178	98	119	103	206	269	179
Ccr3	1	2	1	0	0	1	1
Ccr4	1	0	0	0	0	2	1
Ccr5	149	67	133	190	339	520	350
Ccr6	5	2	1	3	1	4	4
Ccr7	129	49	84	170	372	499	451
Ccr8	3	0	1	0	1	1	4
Ccr9	5	5	0	1	16	3	6
Ccrl2	7637	8515	7585	6561	14240	13610	10850
Ccs	402	674	441	409	687	644	497
Ccsap	38	20	41	22	63	53	56
Ccser1	4	0	0	5	19	16	6
Ccser2	355	170	336	315	559	803	643
Cct2	3912	4826	4279	4008	7064	7541	5659
Cct3	2869	3484	3297	3252	6179	6290	4974
Cct4	3890	5591	4172	3456	6816	6922	5577
Cct5	3986	6666	4474	4398	8119	7463	5919
Cct6a	2799	3820	3181	3081	5498	5466	4271
Cct6b	1	3	6	1	5	2	2
Cct7	2391	2990	2503	2228	4282	4244	3284
Cct8	3926	5928	4075	3865	7406	7621	6018
Cct8l1	0	0	0	0	0	0	0
Ccz1	854	952	914	849	1524	1605	1224
Cd101	684	549	589	526	858	1005	540
Cd109	28	14	14	41	91	117	89
Cd14	12122	19021	14134	9911	17452	17537	11786
Cd151	553	445	480	494	959	1053	850
Cd160	0	0	0	0	0	1	0
Cd163	6	0	0	3	5	31	6
Cd163l1	0	0	1	2	0	2	1
Cd164	14797	8728	14092	13921	21169	28393	21949
